Label,area1,area2,area3,area4,area5
Uninfected,17918,0,0,0,0
Uninfected,16882,0,0,0,0
Uninfected,18886,0,0,0,0
Uninfected,15237,0,0,0,0
Uninfected,14840,0,0,0,0
Uninfected,8942,0,0,0,0
Uninfected,14114,0,0,0,0
Uninfected,17142.5,0,0,0,0
Uninfected,15387,0,0,0,0
Uninfected,16820.5,0,0,0,0
Uninfected,15728,0,0,0,0
Uninfected,16430,0,0,0,0
Uninfected,11363,0,0,0,0
Uninfected,13544,0,0,0,0
Uninfected,13130.5,0,0,0,0
Uninfected,13783.5,0,0,0,0
Uninfected,14430.5,0,0,0,0
Uninfected,15637,0,0,0,0
Uninfected,13675.5,0,0,0,0
Uninfected,19618,0,0,0,0
Uninfected,15173.5,0,0,0,0
Uninfected,19249.5,0,0,0,0
Uninfected,16641,0,0,0,0
Uninfected,16618.5,0,0,0,0
Uninfected,18003.5,0,0,0,0
Uninfected,15259.5,0,0,0,0
Uninfected,15820.5,0,0,0,0
Uninfected,11804.5,0,0,0,0
Uninfected,12071.5,0,0,0,0
Uninfected,12317,0,0,0,0
Uninfected,11983,0,0,0,0
Uninfected,13154.5,0,0,0,0
Uninfected,12537.5,0,0,0,0
Uninfected,10628,0,0,0,0
Uninfected,9625,0,0,0,0
Uninfected,12681.5,0,0,0,0
Uninfected,13137,0,0,0,0
Uninfected,15960.5,0,0,0,0
Uninfected,17801,0,0,0,0
Uninfected,17808,0,0,0,0
Uninfected,13838,0,0,0,0
Uninfected,17359,0,0,0,0
Uninfected,16224.5,0,0,0,0
Uninfected,13789.5,0,0,0,0
Uninfected,14072.5,0,0,0,0
Uninfected,16968,0,0,0,0
Uninfected,14597.5,0,0,0,0
Uninfected,11616.5,0,0,0,0
Uninfected,10498.5,0,0,0,0
Uninfected,16681,0,0,0,0
Uninfected,16709,0,0,0,0
Uninfected,13240.5,0,0,0,0
Uninfected,15849.5,0,0,0,0
Uninfected,14769,0,0,0,0
Uninfected,14926,0,0,0,0
Uninfected,19605,0,0,0,0
Uninfected,11218.5,0,0,0,0
Uninfected,10843.5,0,0,0,0
Uninfected,44.5,12489,0,0,0
Uninfected,9638.5,0,0,0,0
Uninfected,12699.5,0,0,0,0
Uninfected,12306,0,0,0,0
Uninfected,13870,0,0,0,0
Uninfected,9938,0,0,0,0
Uninfected,8791,0,0,0,0
Uninfected,13879.5,0,0,0,0
Uninfected,11847,0,0,0,0
Uninfected,14011,0,0,0,0
Uninfected,13139,0,0,0,0
Uninfected,13007.5,0,0,0,0
Uninfected,15239,0,0,0,0
Uninfected,10443.5,0,0,0,0
Uninfected,15352,0,0,0,0
Uninfected,9105,0,0,0,0
Uninfected,13535,0,0,0,0
Uninfected,15953.5,0,0,0,0
Uninfected,10714,0,0,0,0
Uninfected,16922,0,0,0,0
Uninfected,11203.5,0,0,0,0
Uninfected,16682,0,0,0,0
Uninfected,16993,0,0,0,0
Uninfected,13750,0,0,0,0
Uninfected,6173,0,0,0,0
Uninfected,13728,0,0,0,0
Uninfected,15484,0,0,0,0
Uninfected,13381.5,0,0,0,0
Uninfected,9906.5,0,0,0,0
Uninfected,15749,0,0,0,0
Uninfected,14232,0,0,0,0
Uninfected,12356.5,0,0,0,0
Uninfected,13511.5,0,0,0,0
Uninfected,12895,0,0,0,0
Uninfected,16690.5,0,0,0,0
Uninfected,11885,0,0,0,0
Uninfected,13385.5,0,0,0,0
Uninfected,13278.5,0,0,0,0
Uninfected,11411,0,0,0,0
Uninfected,14933.5,0,0,0,0
Uninfected,11050.5,0,0,0,0
Uninfected,14348.5,0,0,0,0
Uninfected,15382,0,0,0,0
Uninfected,14856.5,0,0,0,0
Uninfected,11278,0,0,0,0
Uninfected,12565.5,0,0,0,0
Uninfected,12808,0,0,0,0
Uninfected,12022,0,0,0,0
Uninfected,15836.5,0,0,0,0
Uninfected,13316,0,0,0,0
Uninfected,13330.5,0,0,0,0
Uninfected,12222.5,0,0,0,0
Uninfected,11575,0,0,0,0
Uninfected,10734.5,0,0,0,0
Uninfected,14856.5,0,0,0,0
Uninfected,12228,0,0,0,0
Uninfected,11331.5,0,0,0,0
Uninfected,17672.5,0,0,0,0
Uninfected,11070.5,0,0,0,0
Uninfected,9850.5,0,0,0,0
Uninfected,14911.5,0,0,0,0
Uninfected,12049.5,0,0,0,0
Uninfected,13623,0,0,0,0
Uninfected,15226.5,0,0,0,0
Uninfected,10218,0,0,0,0
Uninfected,13536.5,0,0,0,0
Uninfected,13058,0,0,0,0
Uninfected,13509.5,0,0,0,0
Uninfected,12159.5,0,0,0,0
Uninfected,15560.5,0,0,0,0
Uninfected,12483,0,0,0,0
Uninfected,15945.5,0,0,0,0
Uninfected,11829.5,0,0,0,0
Uninfected,12970.5,0,0,0,0
Uninfected,16642,0,0,0,0
Uninfected,11931,0,0,0,0
Uninfected,15272.5,0,0,0,0
Uninfected,16288.5,0,0,0,0
Uninfected,9338,0,0,0,0
Uninfected,15781,1.5,0,0,0
Uninfected,16683,0,0,0,0
Uninfected,13443.5,0,0,0,0
Uninfected,12274.5,0,0,0,0
Uninfected,11359,0,0,0,0
Uninfected,9922.5,0,0,0,0
Uninfected,11324,0,0,0,0
Uninfected,13217,0,0,0,0
Uninfected,14278.5,0,0,0,0
Uninfected,15032,0,0,0,0
Uninfected,10177.5,0,0,0,0
Uninfected,11896.5,0,0,0,0
Uninfected,12683.5,0,0,0,0
Uninfected,13150.5,0,0,0,0
Uninfected,14449,0,0,0,0
Uninfected,14266.5,0,0,0,0
Uninfected,12389,0,0,0,0
Uninfected,13127,0,0,0,0
Uninfected,13734,0,0,0,0
Uninfected,14454,0,0,0,0
Uninfected,13419.5,0,0,0,0
Uninfected,13324,0,0,0,0
Uninfected,11429.5,0,0,0,0
Uninfected,12075.5,0,0,0,0
Uninfected,15000,0,0,0,0
Uninfected,13846,0,0,0,0
Uninfected,15161.5,0,0,0,0
Uninfected,19759,0,0,0,0
Uninfected,18641,0,0,0,0
Uninfected,64.5,17516.5,0,0,0
Uninfected,17640,0,0,0,0
Uninfected,14446.5,0,0,0,0
Uninfected,14061,0,0,0,0
Uninfected,15533.5,0,0,0,0
Uninfected,22634,0,0,0,0
Uninfected,12035,0,0,0,0
Uninfected,14868.5,0,0,0,0
Uninfected,12268,0,0,0,0
Uninfected,13086,0,0,0,0
Uninfected,13206.5,0,0,0,0
Uninfected,19272,0,0,0,0
Uninfected,13815,0,0,0,0
Uninfected,16501.5,0,0,0,0
Uninfected,10552.5,0,0,0,0
Uninfected,12524.5,0,0,0,0
Uninfected,15015.5,0,0,0,0
Uninfected,13043,0,0,0,0
Uninfected,12781.5,0,0,0,0
Uninfected,13271,0,0,0,0
Uninfected,14178.5,0,0,0,0
Uninfected,19222.5,0,0,0,0
Uninfected,16209.5,0,0,0,0
Uninfected,12281,0,0,0,0
Uninfected,14339.5,0,0,0,0
Uninfected,8414,0,0,0,0
Uninfected,15489,0,0,0,0
Uninfected,62.5,19962.5,0,0,0
Uninfected,14452,0,0,0,0
Uninfected,14326.5,0,0,0,0
Uninfected,12598.5,0,0,0,0
Uninfected,12762.5,0,0,0,0
Uninfected,23.5,13444,0,0,0
Uninfected,12634,0,0,0,0
Uninfected,18611,0,0,0,0
Uninfected,12087.5,0,0,0,0
Uninfected,13873,0,0,0,0
Uninfected,12547,0,0,0,0
Uninfected,15248,0,0,0,0
Uninfected,15541,0,0,0,0
Uninfected,16070.5,0,0,0,0
Uninfected,17779,0,0,0,0
Uninfected,12633.5,0,0,0,0
Uninfected,15952.5,0,0,0,0
Uninfected,14397,0,0,0,0
Uninfected,15077.5,0,0,0,0
Uninfected,15270.5,0,0,0,0
Uninfected,13747,0,0,0,0
Uninfected,19834,0,0,0,0
Uninfected,12380.5,0,0,0,0
Uninfected,12957.5,0,0,0,0
Uninfected,15063,0,0,0,0
Uninfected,11826,0,0,0,0
Uninfected,15045.5,0,0,0,0
Uninfected,13386.5,0,0,0,0
Uninfected,9843,0,0,0,0
Uninfected,15049.5,0,0,0,0
Uninfected,13020,0,0,0,0
Uninfected,17722,0,0,0,0
Uninfected,9969,0,0,0,0
Uninfected,12818.5,0,0,0,0
Uninfected,13961.5,0,0,0,0
Uninfected,17379,0,0,0,0
Uninfected,10402.5,0,0,0,0
Uninfected,11682.5,0,0,0,0
Uninfected,10857,0,0,0,0
Uninfected,10466.5,0,0,0,0
Uninfected,14486.5,0,0,0,0
Uninfected,10717,0,0,0,0
Uninfected,14081,0,0,0,0
Uninfected,9451,0,0,0,0
Uninfected,13.5,9523,0,0,0
Uninfected,9127,0,0,0,0
Uninfected,8359,0,0,0,0
Uninfected,12564.5,0,0,0,0
Uninfected,13703.5,0,0,0,0
Uninfected,10712.5,0,0,0,0
Uninfected,11050,0,0,0,0
Uninfected,8297,0,0,0,0
Uninfected,14953.5,0,0,0,0
Uninfected,12806,0,0,0,0
Uninfected,9056.5,0,0,0,0
Uninfected,9835.5,0,0,0,0
Uninfected,10,5987.5,0,0,0
Uninfected,14053.5,0,0,0,0
Uninfected,13966,0,0,0,0
Uninfected,12583,0,0,0,0
Uninfected,15279.5,0,0,0,0
Uninfected,8560.5,0,0,0,0
Uninfected,12880,0,0,0,0
Uninfected,11889,0,0,0,0
Uninfected,10945,0,0,0,0
Uninfected,8452.5,0,0,0,0
Uninfected,14295.5,0,0,0,0
Uninfected,11694.5,0,0,0,0
Uninfected,11546.5,0,0,0,0
Uninfected,9666,0,0,0,0
Uninfected,14828,0,0,0,0
Uninfected,12961.5,0,0,0,0
Uninfected,11637,0,0,0,0
Uninfected,11436,0,0,0,0
Uninfected,10329.5,0,0,0,0
Uninfected,12126.5,0,0,0,0
Uninfected,12194.5,0,0,0,0
Uninfected,12634.5,0,0,0,0
Uninfected,14545.5,0,0,0,0
Uninfected,13906.5,0,0,0,0
Uninfected,10911,0,0,0,0
Uninfected,10503.5,0,0,0,0
Uninfected,11211,0,0,0,0
Uninfected,10256.5,0,0,0,0
Uninfected,13137,0,0,0,0
Uninfected,14600.5,0,0,0,0
Uninfected,8153,0,0,0,0
Uninfected,11625,0,0,0,0
Uninfected,9498,0,0,0,0
Uninfected,12188.5,0,0,0,0
Uninfected,11211,0,0,0,0
Uninfected,14698,0,0,0,0
Uninfected,9852,0,0,0,0
Uninfected,11705,0,0,0,0
Uninfected,9573.5,0,0,0,0
Uninfected,8022,0,0,0,0
Uninfected,9104.5,0,0,0,0
Uninfected,12886,0,0,0,0
Uninfected,12882,0,0,0,0
Uninfected,13301.5,0,0,0,0
Uninfected,12097,0,0,0,0
Uninfected,11731,0,0,0,0
Uninfected,11711,0,0,0,0
Uninfected,8088.5,0,0,0,0
Uninfected,10807.5,0,0,0,0
Uninfected,10030,0,0,0,0
Uninfected,7816,0,0,0,0
Uninfected,9756.5,0,0,0,0
Uninfected,7335,0,0,0,0
Uninfected,9144,0,0,0,0
Uninfected,10408,0,0,0,0
Uninfected,10524,0,0,0,0
Uninfected,9302.5,0,0,0,0
Uninfected,12704,0,0,0,0
Uninfected,11288.5,0,0,0,0
Uninfected,9169.5,0,0,0,0
Uninfected,8173,0,0,0,0
Uninfected,9752,0,0,0,0
Uninfected,10254,0,0,0,0
Uninfected,15224.5,0,0,0,0
Uninfected,10807.5,0,0,0,0
Uninfected,10486.5,0,0,0,0
Uninfected,10986,0,0,0,0
Uninfected,9203,0,0,0,0
Uninfected,10034,0,0,0,0
Uninfected,28,12598.5,0,0,0
Uninfected,9273,0,0,0,0
Uninfected,9864.5,0,0,0,0
Uninfected,7810,0,0,0,0
Uninfected,10632,0,0,0,0
Uninfected,37.5,7143.5,0,0,0
Uninfected,8813.5,0,0,0,0
Uninfected,6353,0,0,0,0
Uninfected,34,58.5,22.5,11505.5,0
Uninfected,7990.5,0,0,0,0
Uninfected,8492.5,0,0,0,0
Uninfected,9177.5,0,0,0,0
Uninfected,9660,0,0,0,0
Uninfected,8156.5,0,0,0,0
Uninfected,13792,0,0,0,0
Uninfected,9586.5,0,0,0,0
Uninfected,13073,0,0,0,0
Uninfected,10221,0,0,0,0
Uninfected,13673,0,0,0,0
Uninfected,12506,0,0,0,0
Uninfected,6169.5,0,0,0,0
Uninfected,31,6925.5,0,0,0
Uninfected,7333.5,0,0,0,0
Uninfected,10026.5,0,0,0,0
Uninfected,10338.5,0,0,0,0
Uninfected,8813,0,0,0,0
Uninfected,7140,0,0,0,0
Uninfected,6426,0,0,0,0
Uninfected,8742,0,0,0,0
Uninfected,8673,0,0,0,0
Uninfected,6962.5,0,0,0,0
Uninfected,7035.5,0,0,0,0
Uninfected,7781.5,0,0,0,0
Uninfected,9420,0,0,0,0
Uninfected,9136,0,0,0,0
Uninfected,9745,0,0,0,0
Uninfected,5989.5,0,0,0,0
Uninfected,10936,0,0,0,0
Uninfected,11871.5,0,0,0,0
Uninfected,11515.5,0,0,0,0
Uninfected,2,9954,0,0,0
Uninfected,13892.5,0,0,0,0
Uninfected,10965,0,0,0,0
Uninfected,10602.5,0,0,0,0
Uninfected,8946,0,0,0,0
Uninfected,11812.5,0,0,0,0
Uninfected,7946.5,0,0,0,0
Uninfected,14236,0,0,0,0
Uninfected,12361,0,0,0,0
Uninfected,11659.5,0,0,0,0
Uninfected,12949.5,0,0,0,0
Uninfected,12813,0,0,0,0
Uninfected,10066,0,0,0,0
Uninfected,14121.5,0,0,0,0
Uninfected,13338,0,0,0,0
Uninfected,13782.5,0,0,0,0
Uninfected,12724.5,0,0,0,0
Uninfected,16888,0,0,0,0
Uninfected,13335,0,0,0,0
Uninfected,12563.5,0,0,0,0
